location,property_type,bedrooms,bathrooms,size_sqft,amenities,amenity_score,has_parking,has_pool,has_gym,has_security,has_garden,has_generator,has_borehole,has_staff_quarters,has_aircon,has_internet,price_kes,price_per_sqft,listing_date,month,month_name,is_land,source
"Lower Kabete, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,325000.0,125.81,2026-02-22,2,February,0,BuyRentKenya
"Loresho, Westlands",Villa,5,6,3772.75,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,500000.0,132.53,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,490000.0,284.52,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,750000.0,290.32,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,1,1,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,130000.0,50.32,2026-02-22,2,February,0,BuyRentKenya
"Lower Kabete, Westlands",Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,525000.0,304.84,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",House,5,6,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,700000.0,270.97,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Townhouse,5,6,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,232.26,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,3,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,361284.0,139.85,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,300000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,709665.0,274.71,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,277565.0,107.44,2026-02-22,2,February,0,BuyRentKenya
Kilimani,House,4,4,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,180000.0,69.68,2026-02-22,2,February,0,BuyRentKenya
Kileleshwa,House,4,3,2583.34,"Aircon, Staff quarters",2,0,0,0,0,0,0,0,1,1,0,150000.0,58.06,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,Apartment,2,2,1506.95,None,0,0,0,0,0,0,0,0,0,0,0,260000.0,172.53,2026-02-22,2,February,0,BuyRentKenya
Kilimani,House,3,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,200000.0,77.42,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,360000.0,209.03,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",House,3,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,387000.0,149.81,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,3,2,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,215000.0,124.84,2026-02-22,2,February,0,BuyRentKenya
"Garden Estate, Roysambu",Villa,4,3,3772.75,"Garden, Staff quarters",2,0,0,0,0,1,0,0,1,0,0,200000.0,53.01,2026-02-22,2,February,0,BuyRentKenya
"Hill View, Westlands",Townhouse,4,5,1722.22,Aircon,1,0,0,0,0,0,0,0,0,1,0,480000.0,278.71,2026-02-22,2,February,0,BuyRentKenya
"Tigoni, Limuru",Villa,4,5,3772.75,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,170000.0,45.06,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",Apartment,2,2,1506.95,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,280000.0,185.81,2026-02-22,2,February,0,BuyRentKenya
"Thigiri, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,348300.0,134.83,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Villa,2,2,1399.31,None,0,0,0,0,0,0,0,0,0,0,0,200000.0,142.93,2026-02-22,2,February,0,BuyRentKenya
"Loresho, Westlands",House,3,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,715000.0,276.77,2026-02-22,2,February,0,BuyRentKenya
"Westlands Area, Westlands",Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,270000.0,156.77,2026-02-22,2,February,0,BuyRentKenya
"Brookside, Westlands",Townhouse,4,4,5349.66,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,74.77,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,6,6,2583.34,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,380000.0,147.1,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,Villa,3,3,3772.75,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,260000.0,68.92,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,6,6,53.82,Aircon,1,0,0,0,0,0,0,0,0,1,0,450000.0,8361.2,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Townhouse,3,3,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,330000.0,191.61,2026-02-22,2,February,0,BuyRentKenya
Lavington,Villa,5,5,4305.56,None,0,0,0,0,0,0,0,0,0,0,0,420000.0,97.55,2026-02-22,2,February,0,BuyRentKenya
"Lower Kabete, Westlands",House,4,4,2583.34,"Aircon, Garden",2,0,0,0,0,1,0,0,0,1,0,500000.0,193.55,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Villa,4,4,3772.75,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,420000.0,111.32,2026-02-22,2,February,0,BuyRentKenya
"Kyuna, Westlands",Villa,4,4,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,310000.0,82.17,2026-02-22,2,February,0,BuyRentKenya
Kileleshwa,Townhouse,5,0,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,180000.0,104.52,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,3,3,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,240000.0,139.36,2026-02-22,2,February,0,BuyRentKenya
Kileleshwa,Townhouse,4,5,1722.22,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,380000.0,220.65,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",House,4,4,2583.34,"Aircon, Garden",2,0,0,0,0,1,0,0,0,1,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
"Loresho, Westlands",House,5,5,2583.34,Pool,1,0,1,0,0,0,0,0,0,0,0,550000.0,212.9,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,Townhouse,2,2,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,285000.0,165.48,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Villa,4,4,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,280000.0,74.22,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,6,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,270000.0,156.77,2026-02-22,2,February,0,BuyRentKenya
Karen,House,4,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,270000.0,104.52,2026-02-22,2,February,0,BuyRentKenya
Karen,House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,250000.0,96.77,2026-02-22,2,February,0,BuyRentKenya
Kenyatta Road,House,3,5,1636.11,Aircon,1,0,0,0,0,0,0,0,0,1,0,70000.0,42.78,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,House,4,3,2583.34,Pool,1,0,1,0,0,0,0,0,0,0,0,290000.0,112.26,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,6,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,590000.0,342.58,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,3,4090.28,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,330000.0,80.68,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Villa,4,5,3772.75,"Aircon, Staff quarters",2,0,0,0,0,0,0,0,1,1,0,350000.0,92.77,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,370000.0,214.84,2026-02-22,2,February,0,BuyRentKenya
"Nyari, Westlands",House,4,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
Lavington,House,1,1,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,38000.0,14.71,2026-02-22,2,February,0,BuyRentKenya
Lavington,Villa,4,4,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,106.02,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,5,6,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,580000.0,336.77,2026-02-22,2,February,0,BuyRentKenya
South C,Townhouse,4,2,1722.22,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,85000.0,49.35,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,250000.0,96.77,2026-02-22,2,February,0,BuyRentKenya
"Westlands Area, Westlands",House,4,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,500000.0,193.55,2026-02-22,2,February,0,BuyRentKenya
"Loresho, Westlands",House,5,7,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,950000.0,367.74,2026-02-22,2,February,0,BuyRentKenya
Ridgeways,House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,325000.0,125.81,2026-02-22,2,February,0,BuyRentKenya
Kileleshwa,Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,483000.0,280.45,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,380000.0,147.1,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,375000.0,217.74,2026-02-22,2,February,0,BuyRentKenya
"Lower Kabete, Westlands",Villa,5,6,3772.75,Pool,1,0,1,0,0,0,0,0,0,0,0,710000.0,188.19,2026-02-22,2,February,0,BuyRentKenya
Karen,Townhouse,4,4,1722.22,Aircon,1,0,0,0,0,0,0,0,0,1,0,300000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,Townhouse,4,4,1722.22,"Aircon, Staff quarters",2,0,0,0,0,0,0,0,1,1,0,250000.0,145.16,2026-02-22,2,February,0,BuyRentKenya
"Westlands Area, Westlands",House,5,3,2518.75,None,0,0,0,0,0,0,0,0,0,0,0,200000.0,79.4,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,410000.0,238.06,2026-02-22,2,February,0,BuyRentKenya
Karen,Townhouse,4,3,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,220000.0,127.74,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,410000.0,238.06,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,450844.0,174.52,2026-02-22,2,February,0,BuyRentKenya
Kilimani,House,3,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,140000.0,54.19,2026-02-22,2,February,0,BuyRentKenya
"Kyuna, Westlands",House,4,3,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,154.84,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,6,1722.22,Garden,1,0,0,0,0,1,0,0,0,0,0,395000.0,229.36,2026-02-22,2,February,0,BuyRentKenya
"Loresho, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,430000.0,166.45,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,4,4,2906.25,None,0,0,0,0,0,0,0,0,0,0,0,280000.0,96.34,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",Villa,4,5,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,380000.0,100.72,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",Villa,4,5,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,119.28,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,265000.0,102.58,2026-02-22,2,February,0,BuyRentKenya
"Lower Kabete, Westlands",House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,170000.0,65.81,2026-02-22,2,February,0,BuyRentKenya
"Loresho, Westlands",Villa,4,5,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,970000.0,257.11,2026-02-22,2,February,0,BuyRentKenya
"Tigoni, Limuru",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,270000.0,104.52,2026-02-22,2,February,0,BuyRentKenya
Syokimau,House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,125000.0,48.39,2026-02-22,2,February,0,BuyRentKenya
"Rosslyn, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,500000.0,193.55,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,387000.0,149.81,2026-02-22,2,February,0,BuyRentKenya
Lavington,Villa,4,3,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,200000.0,53.01,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Villa,4,4,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,106.02,2026-02-22,2,February,0,BuyRentKenya
"Tigoni, Limuru",House,3,2,2583.34,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,150000.0,58.06,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,House,3,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,520000.0,201.29,2026-02-22,2,February,0,BuyRentKenya
Lavington,House,5,6,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,387000.0,149.81,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",House,3,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,450000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,774000.0,449.42,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,170000.0,98.71,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,700000.0,406.45,2026-02-22,2,February,0,BuyRentKenya
Karen,Villa,4,4,4843.76,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,290000.0,59.87,2026-02-22,2,February,0,BuyRentKenya
"Kyuna, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,300000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,Townhouse,4,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,280000.0,162.58,2026-02-22,2,February,0,BuyRentKenya
Lavington,House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
Lavington,House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,420000.0,162.58,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Townhouse,4,4,1722.22,Garden,1,0,0,0,0,1,0,0,0,0,0,430000.0,249.68,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Townhouse,4,4,1722.22,Garden,1,0,0,0,0,1,0,0,0,0,0,270000.0,156.77,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,Townhouse,4,4,4090.28,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,97.79,2026-02-22,2,February,0,BuyRentKenya
"Spring Valley, Westlands",Townhouse,4,5,1722.22,"Aircon, Staff quarters",2,0,0,0,0,0,0,0,1,1,0,520000.0,301.94,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,4,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,412000.0,159.48,2026-02-22,2,February,0,BuyRentKenya
"Brookside, Westlands",Townhouse,3,3,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,300000.0,174.19,2026-02-22,2,February,0,BuyRentKenya
"Lower Kabete, Westlands",Villa,6,7,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,1000000.0,265.06,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,910000.0,352.26,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,580500.0,337.06,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",Townhouse,5,6,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,203.23,2026-02-22,2,February,0,BuyRentKenya
Kileleshwa,Townhouse,5,5,1722.22,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,250000.0,145.16,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,260000.0,100.64,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Villa,4,6,53.82,None,0,0,0,0,0,0,0,0,0,0,0,400000.0,7432.18,2026-02-22,2,February,0,BuyRentKenya
"Hill View, Westlands",Townhouse,4,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,203.23,2026-02-22,2,February,0,BuyRentKenya
"Loresho, Westlands",House,4,6,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,967500.0,374.52,2026-02-22,2,February,0,BuyRentKenya
Syokimau,Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,90000.0,52.26,2026-02-22,2,February,0,BuyRentKenya
Karen,House,3,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,90000.0,34.84,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",Villa,4,4,3772.75,Staff quarters,1,0,0,0,0,0,0,0,1,0,0,700000.0,185.54,2026-02-22,2,February,0,BuyRentKenya
"Hill View, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,500000.0,193.55,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Villa,6,6,3772.75,Aircon,1,0,0,0,0,0,0,0,0,1,0,500000.0,132.53,2026-02-22,2,February,0,BuyRentKenya
"Garden Estate, Roysambu",Townhouse,3,4,1722.22,Garden,1,0,0,0,0,1,0,0,0,0,0,180000.0,104.52,2026-02-22,2,February,0,BuyRentKenya
"Kyuna, Westlands",Townhouse,4,4,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,270000.0,156.77,2026-02-22,2,February,0,BuyRentKenya
Thika Road,Townhouse,4,3,1722.22,Garden,1,0,0,0,0,1,0,0,0,0,0,200000.0,116.13,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,3,4,2109.72,None,0,0,0,0,0,0,0,0,0,0,0,300000.0,142.2,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,160000.0,61.94,2026-02-22,2,February,0,BuyRentKenya
"Westlands Area, Westlands",Townhouse,5,6,3067.71,None,0,0,0,0,0,0,0,0,0,0,0,300000.0,97.79,2026-02-22,2,February,0,BuyRentKenya
Karen,House,9,0,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,250000.0,96.77,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",House,5,5,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,709000.0,274.45,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Villa,4,4,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,646000.0,171.23,2026-02-22,2,February,0,BuyRentKenya
"Kitisuru, Westlands",Townhouse,5,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,412000.0,239.23,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Bungalow,3,0,1700.7,"Aircon, Generator",2,0,0,0,0,0,1,0,0,1,0,350000.0,205.8,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,2,0,2583.34,"Aircon, Generator",2,0,0,0,0,0,1,0,0,1,0,90000.0,34.84,2026-02-22,2,February,0,BuyRentKenya
"Nyari, Westlands",House,4,0,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,300000.0,116.13,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",House,4,0,2583.34,"Aircon, Generator",2,0,0,0,0,0,1,0,0,1,0,708400.0,274.22,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",Townhouse,4,0,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,348030.0,202.08,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,2,0,2583.34,"Aircon, Garden",2,0,0,0,0,1,0,0,0,1,0,275000.0,106.45,2026-02-22,2,February,0,BuyRentKenya
"Westlands Area, Westlands",Townhouse,3,0,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,195000.0,113.23,2026-02-22,2,February,0,BuyRentKenya
"Tigoni, Limuru",House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,110000.0,42.58,2026-02-22,2,February,0,BuyRentKenya
Kileleshwa,Townhouse,5,6,4305.56,None,0,0,0,0,0,0,0,0,0,0,0,484000.0,112.41,2026-02-22,2,February,0,BuyRentKenya
Kiambu Road,House,5,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,100000.0,38.71,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,6,6,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,525000.0,203.23,2026-02-22,2,February,0,BuyRentKenya
"Tigoni, Limuru",House,3,0,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,350000.0,135.48,2026-02-22,2,February,0,BuyRentKenya
"Tigoni, Limuru",House,4,0,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,530000.0,205.16,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,451500.0,174.77,2026-02-22,2,February,0,BuyRentKenya
"Lower Kabete, Westlands",Villa,5,5,3772.75,None,0,0,0,0,0,0,0,0,0,0,0,700000.0,185.54,2026-02-22,2,February,0,BuyRentKenya
Muthaiga,House,2,2,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,580000.0,224.52,2026-02-22,2,February,0,BuyRentKenya
"Riverside, Westlands",Townhouse,5,6,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,250000.0,145.16,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",House,2,2,2583.34,Garden,1,0,0,0,0,1,0,0,0,0,0,483750.0,187.26,2026-02-22,2,February,0,BuyRentKenya
Lavington,Townhouse,4,5,1722.22,None,0,0,0,0,0,0,0,0,0,0,0,420000.0,243.87,2026-02-22,2,February,0,BuyRentKenya
Ridgeways,House,5,5,4090.28,None,0,0,0,0,0,0,0,0,0,0,0,280000.0,68.45,2026-02-22,2,February,0,BuyRentKenya
"Gigiri, Westlands",House,4,5,2583.34,Aircon,1,0,0,0,0,0,0,0,0,1,0,650000.0,251.61,2026-02-22,2,February,0,BuyRentKenya
"Runda, Westlands",House,5,4,4843.76,None,0,0,0,0,0,0,0,0,0,0,0,560000.0,115.61,2026-02-22,2,February,0,BuyRentKenya
Vipingo,House,4,4,2583.34,None,0,0,0,0,0,0,0,0,0,0,0,85000.0,32.9,2026-02-22,2,February,0,BuyRentKenya
"Rosslyn, Westlands",Townhouse,4,4,1722.22,Garden,1,0,0,0,0,1,0,0,0,0,0,380000.0,220.65,2026-02-22,2,February,0,BuyRentKenya
